"id";"jobs";"salary";"firms";"location";"nums"
216;"担当助理";"3.7-6千/月";"南通优格贸易有限公司";"南通";"5"
217;"护士、护士长(职位编号：yk007)";"3-6千/月";"大连怡康福祉实业有限公司";"大连-中山区";"2"
218;"项目主管（PL）";"1-1.5万/月";"杭州冈山信息科技有限公司";"杭州-滨江区";"2"
219;"招聘对日业务担当";"6-8千/月";"青岛知行国际经济技术合作有限公司";"青岛-城阳区";"3"
220;"软件开发工程师（长期日本出差）";"1.5-3万/月";"大连赛伯信息技术有限公司";"大连";"若干"
221;"日本职业规划师";"4.5-6千/月";"沈阳新干线外国语培训学校";"广州-天河区";"5"
222;"知名日企-销售代表";"5-7千/月";"中智成都签证服务有限公司";"成都";"1"
223;"对日Java开发工程师";"6-8千/月";"智捷融汇（大连）科技有限公司";"大连";"若干"
224;"长期出差日本做开发工作";"1.5-2万/月";"大连久乐科技有限公司";"大连-高新园区";"20"
225;"日语翻译/日语人员";"4.5-9千/月";"广东华智科技有限公司";"广州-黄埔区";"2"
226;"销售工程师";"5-8千/月";"纪州喷码技术（上海）有限公司";"厦门";"若干"
227;"Java高级开发工程师（公积金双休）";"0.8-1.5万/月";"奥奈斯特（宁波）软件技术有限公司";"宁波-鄞州区";"2"
228;"青岛华钟制药有限公司";"3-4.5千/月";"青岛华钟制药有限公司";"青岛-市北区";"若干"
229;"日语翻译-免税店、电信公司、温泉酒店";"1-1.5万/月";"新郑花水木日韩通翻译服务有限公司";"郑州";"20"
230;"日式养老机构介护士";"4.5-6千/月";"广州爱知养老服务有限公司";"中山";"5"
231;"软件工程师  PG / SE / PL / PM(职位编号：999)";"0.3-1.2万/月";"沈阳无限软件开发有限公司";"沈阳";"3"
232;"BPO业务课长";"6-8千/月";"大连合盛信息技术有限公司";"大连-沙河口区";"1"
233;"日本事业部海外驻在员";"4.5-6千/月";"青岛环太出国人员培训学校";"青岛-市南区";"1"
234;"运营岗（需具备日语能力）";"1-1.5万/月";"复星集团健康控股";"上海-徐汇区";"1"
235;"日本各地大型连锁酒店、温泉酒店";"1-1.5万/月";"辽宁华裕境外就业服务有限公司";"沈阳";"若干"
236;"免税店正社员诚聘";"1.5千以下/月";"大连新翔教育咨询有限公司";"大连-沙河口区";"20"
237;"式样";"0.8-1万/月";"商泰软件（上海）有限公司";"上海";"1"
238;"软件工程师（日）";"1-1.5万/月";"大连信兴信息技术有限公司";"大连-高新园区";"10"
239;"对日BPO专员 leader候补";"5-8千/月";"大连信维科技有限公司";"大连";"2"
240;"网络工程师";"4.5-6千/月";"富士软件科技（山东）有限公司";"济南-高新区";"3"
241;"日本（翻译、肋理、文职、销售、酒店）";"1-1.5万/月";"成都世宗学堂教育咨询有限责任公司";"成都-锦江区";"若干"
242;"IT日语助理";"4.5-6千/月";"永旺（中国）投资有限公司";"北京-朝阳区";"若干"
243;"会所经理";"2-2.5万/月";"苏州皇尚健康咨询管理有限公司";"苏州-工业园区";"4"
244;"招聘日语教师";"1-1.5万/月";"北京横竖科技经济交流中心";"北京-朝阳区";"5"
245;"应届毕业生";"4.5-6千/月";"武汉东艺建筑设计有限公司";"武汉";"20"
246;"对日软件开发工程师";"6-8千/月";"共兴达信息技术（沈阳）有限公司";"沈阳-浑南区";"若干"
247;"对日项目经理";"1-1.5万/月";"无锡斑目信息技术有限公司";"无锡";"2"
248;"（日本化检）招聘制品检品员（会日语）";"3-3.5千/月";"上海科恳检验服务有限公司青岛分公司";"青岛-崂山区";"2"
249;"商品专员";"4.5-6千/月";"上海内野贸易有限公司";"上海-长宁区";"1"
250;"日本留学咨询顾问";"6-8千/月";"上海和歌网络科技有限公司";"上海-长宁区";"若干"
251;"高薪日本介护岗位学历不限工签";"1.5-2万/月";"哈尔滨闯行天下境外就业服务有限公司";"哈尔滨";"若干"
252;"IT日语人才（日本）";"1-1.5万/月";"爱思弗耐特信息技术（大连）有限公司";"大连-沙河口区";"若干"
253;"化工工程师";"5.5-7千/月";"杭州优科豪马轮胎有限公司";"杭州-江干区";"3"
254;"营业员";"3-4.5千/月";"大连金淘人力资源有限公司";"大连";"若干"
255;"养老院介护+月薪10000+日本";"1-2万/月";"重庆环岛网络科技有限公司";"重庆-九龙坡区";"5"
256;"水性涂料研发工程师";"4.5-6千/月";"耐涂可精细化工（青岛）有限公司";"青岛-平度市";"5"
257;"测试工程师/Test case designer";"0.8-1.2万/月";"北京爱维森科技有限公司昆山分公司";"昆山";"1"
258;"联通营业厅 导购 营业员 资深 店员 上海/苏州";"6-8千/月";"天阁雅（上海）商贸有限公司";"上海-长宁区";"10"
259;"软件工程师（数学物理专业）";"3-5千/月";"长春明思软件技术有限公司";"长春-高新技术产业开发区";"20"
260;"软件开发工程师";"3-4.5千/月";"天津创方多维信息技术有限公司";"天津";"5"
261;"软件工程师（应届毕业本科生）";"4-7千/月";"南京联迪信息系统股份有限公司";"南京-建邺区";"130"
262;"高级经理助理（日语翻译）";"1.5-2万/月";"纳思达科技（大连）有限公司";"大连";"2"
263;"全日空航空公司在上海招聘空乘";"1-1.2万/月";"上海对外劳务经贸合作有限公司";"上海";"若干"
264;"日语翻译";"1-1.5万/月";"山东国立经济技术合作有限公司";"济南";"10"
265;"介护士";"1-1.5万/月";"绍泉职业教育培训服务（临泉）有限公司";"合肥-政务区";"100"
266;"Java开发实习生";"2-3千/月";"沈阳依森信息技术有限公司";"沈阳-浑南区";"8"
267;"对日BSE工程师";"1-2万/月";"河南八六三软件股份有限公司";"郑州-高新区";"2"
268;"日语猎头顾问";"4.5-6千/月";"德达人才";"大连";"1"
269;"Java对日软件工程师";"1.5-2万/月";"杭州先群科技有限公司";"杭州";"10"
270;"天河/急聘10K高级日式美甲师（高薪高福利）";"0.8-1.2万/月";"广州岭联文化传播有限公司";"广州-天河区";"5"
271;"世界500强 大和事务处理中心 日语类职位";"97元/天";"大连智科咨询顾问有限公司";"大连-西岗区";"若干"
272;"世界500强 建筑设计工程师-有CAD基础-带薪培训";"3-4.5千/月";"大连智科咨询顾问有限公司";"大连-中山区";"20"
273;"医疗体检推广";"0.8-1万/月";"上海娃塔卡商事有限公司";"上海-浦东新区";"2"
274;"对日PM";"1.5-2万/月";"大连丝路软件有限责任公司";"大连";"若干"
275;"水产养殖";"2-3千/月";"杭州千岛湖鲟龙科技股份有限公司";"杭州";"40"
276;"项目组长 出国机会(职位编号：02)";"0.6-1.2万/月";"成都仁本新动科技有限公司";"成都-高新区";"若干"
277;"销售业务助理-上海";"5-8千/月";"兰州三毛实业股份有限公司";"上海-徐汇区";"若干"
278;"Java储备实习生";"3-4.5千/月";"宣城智谷软件外包服务产业园有限公司";"宣城";"8"
279;"急聘对日BPO市场分析专员（日语）";"3-4.5千/月";"艾珂威尔信息技术服务（大连）有限公司";"大连-沙河口区";"2"
280;"C++开发工程师";"1-1.5万/月";"华尔特人才咨询（上海）有限公司";"上海";"若干"
281;"对日软件工程师";"3-4.5千/月";"黑龙江省华泰兴成信息科技有限责任公司";"哈尔滨";"5"
282;"日本总社正社员（工科日语人才）";"1-1.5万/月";"昆山朝日前程商务咨询有限公司";"昆山";"3"
283;"深圳东莞日资企业招聘普工6000";"4.5-6千/月";"东莞市共进教育咨询有限公司";"深圳-光明新区";"100"
284;"JAVA软件工程师--日本工作";"0.8-1万/月";"宏智科技（苏州）股份有限公司";"苏州-工业园区";"5"
285;"日语老师";"6-9千/月";"成都帝京教育咨询有限公司";"成都-锦江区";"3"
286;"高薪诚聘日本护士";"2-3千/月";"吉林省万洋健康养老集团有限公司";"长春-宽城区";"20"
287;"嵌入式电控开发工程师";"6-8千/月";"武汉光庭信息技术股份有限公司";"武汉";"2"
288;"日语 工程师（毕业生可）";"0.4-1万/月";"阿迩贝司机电技术（上海）有限公司";"上海-静安区";"若干"
289;"东京SK-II香奈儿化妆品店销售";"1-1.5万/月";"重庆兴贤出国咨询服务有限公司";"成都-锦江区";"若干"
290;"软件开发工程师（日本）";"1.5-2万/月";"鑫沣科技（大连）有限公司";"大连";"5"
291;"高级软件开发工程师（SEPM）";"0.5-1万/月";"恩梯梯数据（中国）信息技术有限公司长春分公司";"无锡-无锡新区";"若干"
292;"2019应届生―软件开发工程师";"3-4.5千/月";"京瓷信息系统（上海）有限公司";"上海-浦东新区";"若干"
293;"日语客户经理";"6-8千/月";"北京永达康国际旅行社有限责任公司";"北京-朝阳区";"2"
294;"Java开发工程师";"5-7千/月";"中软国际科技服务有限公司";"长沙-岳麓区";"1"
295;"新媒体运营助理";"4.5-6千/月";"上海长宁区明日进修学校";"上海-长宁区";"若干"
296;"护士/护理人员";"1-1.5万/月";"天坤国际控股集团股份有限公司";"上海-宝山区";"30"
297;"日本知名酒店集团 日语酒店前台";"1-1.5万/月";"杰泰（大连）咨询服务有限公司";"大连";"15"
298;"日本高尔夫球场招募实习生月薪1万以上";"1-1.5万/月";"沈阳翔泰教育信息咨询有限公司";"沈阳";"15"
299;"淘宝美工兼客服";"2-3千/月";"大路国际旅行社河北有限公司";"石家庄";"2"
300;"急聘对日金融项目经理（PM）";"1-1.5万/月";"上海众哲计算机科技有限公司";"上海-浦东新区";"10"
301;"日本留学文案";"3-4.5千/月";"大连通赢信息咨询有限公司";"大连";"1"
302;"日语项目leader/经理";"1.5-2万/月";"日通（大连）科技有限公司";"北京";"1"
303;"就职专员";"1.5-2万/月";"辽宁中科留学服务有限公司";"沈阳-和平区";"20"
304;"COBOL软件工程师";"0.8-1.5万/月";"北京中海创发科技有限公司";"北京-海淀区";"5"
305;"日籍日语老师***全职";"5-8千/月";"杭州鑫雅教育咨询有限公司";"杭州-上城区";"若干"
306;"销售专员(职位编号：003)";"0.7-1.2万/月";"北京汇康国际旅行社有限公司";"北京-通州区";"5"
307;"市场专员";"6-8千/月";"大连千子澳教育信息咨询有限公司";"大连-西岗区";"5"
308;"高级 Java 开发";"1-2万/月";"深圳市飞瓦科技有限公司";"深圳-南山区";"若干"
309;"环境安全担当";"3-5千/月";"南京恩梯恩精密机电有限公司";"南京-栖霞区";"2"
310;"实验技术担当（应届可）";"5-9千/月";"广东银通汇投资有限公司";"广州";"1"
311;"客服专员";"2-3千/月";"大连悠游国际医疗健康管理有限公司";"大连";"若干"
312;"销售担当";"6-8千/月";"邦驻（上海）停车场管理有限公司";"上海-浦东新区";"1"
313;"软件测试工程师";"3-4.5千/月";"大连思腾软件有限公司";"大连-西岗区";"20"
314;"机械设计工程师";"3.5-5千/月";"中日龙（襄阳）机电技术开发有限公司";"襄阳";"2"
315;"日语老师";"4-7千/月";"荆州雅思英语学校";"荆门";"3"
316;"日语翻译";"10-15万/年";"上海暨达国际贸易有限公司";"上海-闵行区";"1"
317;"资深教育顾问";"0.8-1.5万/月";"上海美扩信息科技有限公司";"上海-黄浦区";"2"
318;"日语翻译";"3.5-5千/月";"浙江盾安人工环境股份有限公司";"绍兴";"1"
319;"日企服务岗位实习(职位编号：010)";"0.8-1万/月";"西安艾德凯森教育信息咨询服务有限公司";"西安-长安区";"30"
320;"赴日软件工程师（日本）";"1.5-3万/年";"山东华和软件有限公司";"上海";"20"
321;"(日本知名上市公司)Java软件工程师（赴日）-JP2912";"30-40万/年";"大连博科人才有限公司";"大连";"3"
322;"赴日硬件设计或半导体设计工程师(无中介费)";"1.5-2万/月";"上海万谷境外就业服务有限公司";"上海";"若干"
323;"软件开发工程师助理应届可实习";"2-5千/月";"大连瑞时软件有限公司";"大连";"若干"
324;"埃森哲BPO项目（日语）";"4.5-6.5千/月";"埃森哲（中国）有限公司";"大连-高新园区";"10"
325;"日语或英语技术服务工程师（知名企业，福利好）";"1-1.5万/月";"上海日弘企业管理咨询有限公司";"成都";"1"
326;"赴日机械设计制造高级工程师（长期出差）";"2-4万/月";"伙伴（大连）信息技术有限公司";"大连";"若干"
327;"应届赴日日本工作理科（长期出差）";"1-1.5万/月";"伙伴（大连）信息技术有限公司";"大连";"若干"
328;"赴日计算机软件开发高级工程师（长期出差）";"3-5万/月";"伙伴（大连）信息技术有限公司";"大连";"若干"
329;"赴日文科人文国际长期日本出差工作";"1.5-3万/月";"伙伴（大连）信息技术有限公司";"大连";"若干"
330;"赴日安卓软件开发";"1.5-3万/月";"大连维思创新科技有限公司";"大连";"5"
331;"赴日安卓软件开发";"1.5-3万/月";"大连维思创新科技有限公司";"大连";"5"
332;"赴日安卓软件开发";"1.5-3万/月";"大连维思创新科技有限公司";"大连";"5"
333;"赴日安卓软件开发";"1.5-3万/月";"大连维思创新科技有限公司";"大连";"5"
334;"赴日java软件开发工程师";"1.5-3万/月";"大连维思创新科技有限公司";"大连";"5"
335;"赴日java软件开发工程师";"1.5-3万/月";"大连维思创新科技有限公司";"大连";"5"
336;"赴日java软件开发工程师";"1.5-3万/月";"大连维思创新科技有限公司";"大连";"5"
337;"赴日java软件开发工程师";"1.5-3万/月";"大连维思创新科技有限公司";"大连";"5"
338;"赴日java软件开发工程师";"1.5-3万/月";"大连维思创新科技有限公司";"大连";"5"
339;"赴日java软件开发工程师";"1.5-3万/月";"大连维思创新科技有限公司";"大连";"5"
340;"赴日java软件开发工程师";"1.5-3万/月";"大连维思创新科技有限公司";"大连";"5"
341;"赴日java软件开发工程师";"1.5-3万/月";"大连维思创新科技有限公司";"大连";"5"
342;"赴日java软件开发工程师";"1.5-3万/月";"大连维思创新科技有限公司";"大连";"5"
343;"赴日java软件开发工程师";"1.5-3万/月";"大连维思创新科技有限公司";"大连";"5"
344;"赴日java软件开发工程师";"1.5-3万/月";"大连维思创新科技有限公司";"大连";"5"
345;"赴日安卓软件开发";"1.5-3万/月";"大连维思创新科技有限公司";"大连";"5"
346;"赴日安卓软件开发";"1.5-3万/月";"大连维思创新科技有限公司";"大连";"5"
347;"赴日安卓软件开发";"1.5-3万/月";"大连维思创新科技有限公司";"大连";"5"
348;"赴日_汽车设计工程师（J26）";"1-1.5万/月";"善诚科技发展（上海）有限公司";"大连";"20"
349;"赴日_汽车设计工程师（J26）";"1-1.5万/月";"善诚科技发展（上海）有限公司";"上海";"若干"
350;"赴日java软件工程师（长期出差）(职位编号：0005)";"5-6万/年";"大连艾普迪科技有限公司";"大连";"若干"
351;"赴日软件开发工程师";"1.5-4万/月";"日立解决方案（中国）有限公司";"沈阳";"若干"
352;"赴日软件开发工程师";"1.5-4万/月";"日立解决方案（中国）有限公司";"上海";"若干"
353;"赴日软件开发工程师";"1.5-4万/月";"日立解决方案（中国）有限公司";"大连";"若干"
354;"对日软件工程师（有赴日工作机会）";"1-3万/月";"上海强辰信息技术有限公司";"上海";"若干"
355;"（赴日）焊接夹具设计工程师";"4-8千/月";"昆山富工智能装备有限公司";"昆山";"1"
356;"赴日软件工程师";"1-1.5万/月";"慧俊信息科技（上海）有限公司";"上海-静安区";"5"
357;"营业担当（赴日）";"1-1.5万/月";"大连创盛科技有限公司";"大连-高新园区";"2"
358;"赴日IT";"1.5-3万/月";"创译科技（大连）有限公司";"大连-高新园区";"10"
359;"日语网络工程师（赴日）";"1.4-3万/月";"创译科技（大连）有限公司";"大连-高新园区";"99"
360;"日语网络工程师（赴日）";"1.4-3万/月";"创译科技（大连）有限公司";"大连-高新园区";"99"
361;"赴日介护 （人才储备）";"1-1.5万/月";"成都和思康健投资管理有限公司";"成都-温江区";"若干"
362;"赴日工签（机械设计，日语N3相当）";"1.5-2万/月";"大宇宙设计开发（大连）有限公司";"大连-高新园区";"20"
363;"php程序员开发软件高级工程师赴日本长期出差";"3-6万/月";"伙伴（大连）信息技术有限公司";"大连-高新园区";"若干"
364;"赴日日语Java开发工程师";"1-3万/月";"上海熠鸿信息技术有限公司";"上海";"20"
365;"赴日日语Java开发工程师";"1-3万/月";"上海熠鸿信息技术有限公司";"上海";"20"
366;"赴日技术人才储备（冲压成型）";"3-4.5千/月";"松尾（天津）电子有限公司";"天津-西青区";"2"
367;"汽车内饰设计(赴日研修有）(G7)";"6-8千/月";"善诚科技发展（上海）有限公司";"广州";"2"
368;"日语/汽车/电路工程师/设计工程师/赴日培训";"1-1.5万/月";"半渡（上海）实业有限公司";"上海";"1"
369;"赴日SAP软件工程师（长期赴日）";"2-4万/月";"大连创盛科技有限公司";"大连-高新园区";"若干"
370;"赴日本软件工程师";"1.5-4万/月";"北京核心软件有限公司";"北京-朝阳区";"若干"
371;"赴日本软件工程师";"1.5-4万/月";"北京核心软件有限公司";"北京-朝阳区";"若干"
372;"RPG开发（长期赴日出差冲绳）";"1.5-2.5万/月";"大连华信计算机技术股份有限公司";"大连";"20"
373;"COBOL开发（长期赴日出差冲绳）";"1.5-3万/月";"大连华信计算机技术股份有限公司";"大连-高新园区";"12"
374;"RPG开发（长期赴日出差）";"1.5-3万/月";"大连华信计算机技术股份有限公司";"大连-高新园区";"5"
375;"赴日本介护研修项目";"0.8-1万/月";"辽宁欧美亚经济技术合作有限公司";"沈阳-皇姑区";"40"
376;"赴日本介护研修项目";"0.8-1万/月";"辽宁欧美亚经济技术合作有限公司";"沈阳-皇姑区";"40"
377;"赴日本介护研修项目";"0.8-1万/月";"辽宁欧美亚经济技术合作有限公司";"沈阳-皇姑区";"40"
378;"赴日本介护研修项目";"0.8-1万/月";"辽宁欧美亚经济技术合作有限公司";"沈阳-皇姑区";"40"
379;"赴日本介护研修项目";"0.8-1万/月";"辽宁欧美亚经济技术合作有限公司";"沈阳-皇姑区";"40"
380;"赴日本介护研修项目";"0.8-1万/月";"辽宁欧美亚经济技术合作有限公司";"沈阳-皇姑区";"40"
381;"赴日本介护研修项目";"0.8-1万/月";"辽宁欧美亚经济技术合作有限公司";"沈阳-皇姑区";"40"
382;"赴日本介护研修项目";"0.8-1万/月";"辽宁欧美亚经济技术合作有限公司";"沈阳-皇姑区";"40"
383;"赴日本介护研修项目";"0.8-1万/月";"辽宁欧美亚经济技术合作有限公司";"沈阳-皇姑区";"40"
384;"赴日本介护研修项目";"0.8-1万/月";"辽宁欧美亚经济技术合作有限公司";"沈阳-皇姑区";"40"
385;"赴日本介护研修项目";"0.8-1万/月";"辽宁欧美亚经济技术合作有限公司";"沈阳-皇姑区";"40"
386;"赴日本介护研修项目";"0.8-1万/月";"辽宁欧美亚经济技术合作有限公司";"沈阳-皇姑区";"40"
387;"赴日本介护研修项目";"0.8-1万/月";"辽宁欧美亚经济技术合作有限公司";"沈阳-皇姑区";"40"
388;"赴日本介护研修项目";"0.8-1万/月";"辽宁欧美亚经济技术合作有限公司";"沈阳-皇姑区";"40"
389;"海外事业部--业务专员/经理";"4-6千/月";"青岛三诚国际经济技术合作有限公司";"青岛-黄岛区";"2"
390;"安全担当（18届应届毕业生）";"3-4.5千/月";"广州斯坦雷电气有限公司";"广州-黄埔区";"1"
391;"销售/销售代表/销售人员/物流销售/业务员";"4-8千/月";"上海永龙宝国际货物运输代理有限公司深圳分公司";"上海-闵行区";"10"
392;"货代销售/业务员/物流销售/客户代表";"4-8千/月";"上海永龙宝国际货物运输代理有限公司深圳分公司";"上海-闵行区";"6"
393;"销售代表(深圳龙华)";"0.4-1.2万/月";"上海永龙宝国际货物运输代理有限公司深圳分公司";"深圳-龙华新区";"若干"
394;"货代销售/业务员/物流销售";"4.5-6千/月";"上海永龙宝国际货物运输代理有限公司深圳分公司";"宁波";"1"
395;"货代销售/提成+五险一金+年底双薪";"4-6千/月";"上海永龙宝国际货物运输代理有限公司深圳分公司";"宁波";"10"
396;"销售（东坑）";"4-8千/月";"上海永龙宝国际货物运输代理有限公司深圳分公司";"东莞";"2"
397;"日语老师";"4-5千/月";"青岛三诚国际经济技术合作有限公司";"青岛-黄岛区";"4"
398;"日语翻译";"4.5-6千/月";"沈阳信商科技有限公司";"沈阳-沈河区";"3"
399;"WEB日语翻译";"4.5-6千/月";"沈阳信商科技有限公司";"沈阳-沈河区";"3"
400;"高薪聘请日语翻译  双休";"4-5千/月";"西安英兆软件信息有限责任公司";"西安-高新技术产业开发区";"5"
401;"日本医美助理";"4-5千/月";"西安英兆软件信息有限责任公司";"西安-高新技术产业开发区";"5"
402;"日本医美客服";"4-5千/月";"西安英兆软件信息有限责任公司";"西安-高新技术产业开发区";"5"
403;"无印良品导购员（工联大厦）";"4-6千/月";"无印良品（上海）商业有限公司";"杭州-上城区";"若干"
404;"无印良品导购员十三薪无销售压力（利星名品店）";"4-6千/月";"无印良品（上海）商业有限公司";"杭州";"若干"
405;"无印良品导购员（就近分配）";"4-6千/月";"无印良品（上海）商业有限公司";"杭州";"若干"
406;"PHP软件工程师";"4-6千/月";"西安英兆软件信息有限责任公司";"西安-高新技术产业开发区";"3"
407;"区域销售主管/经理";"1-2.5万/月";"日世（中国）投资有限公司";"武汉";"2"
408;"区域销售主管/经理";"1-2.5万/月";"日世（中国）投资有限公司";"杭州";"2"
409;"健身房门店店员(职位编号：1)";"25元/小时";"活悦健身咨询（上海）有限公司";"上海-闵行区";"1"
410;"对日开发BSE";"0.8-1万/月";"大连山腾科技有限公司";"大连-高新园区";"3"
411;"对日软件工程师";"1-1.5万/月";"大连山腾科技有限公司";"大连";"10"
412;"高级技术支持专员";"4.5-6千/月";"大连山腾科技有限公司";"大连-高新园区";"5"
413;"对日技术支持";"4.5-6千/月";"大连山腾科技有限公司";"大连-高新园区";"5"
414;"社内系统技术支持（日语）";"4.5-6千/月";"大连山腾科技有限公司";"大连-高新园区";"5"
415;"社内系统技术支持（日语）";"4.5-6千/月";"大连山腾科技有限公司";"大连-高新园区";"5"
416;"日语";"4.5-6千/月";"大连山腾科技有限公司";"大连-高新园区";"5"
417;"日语技术支持人员";"4.5-6千/月";"大连山腾科技有限公司";"大连-高新园区";"5"
418;"android安卓开发软件高级工程师日本长期出差";"3-6万/月";"伙伴（大连）信息技术有限公司";"大连-高新园区";"若干"
419;"软件测试高级工程师日本长期出差";"3-6万/月";"伙伴（大连）信息技术有限公司";"大连-高新园区";"若干"
420;"模拟数字电路设计高级工程师（日本长期出差）";"3-6万/月";"伙伴（大连）信息技术有限公司";"大连";"若干"
421;"留学顾问/学习规划师/日语顾问";"0.8-1万/月";"北京樱花国际日语";"北京-朝阳区";"2"
422;"课程销售";"4-7千/月";"北京美扩教育咨询有限公司";"西安-长安区";"2"
423;"营业担当/销售";"0.8-1.5万/月";"日世（中国）投资有限公司";"杭州";"2"
424;"储备店长";"4-6千/月";"泉盛餐饮（上海）有限公司";"青岛-李沧区";"5"
425;"食品安全QA总监";"1.8-2.5万/月";"日世（中国）投资有限公司";"上海";"1"
426;"无印良品门店营业员（就近分配）";"4.5-6千/月";"无印良品（上海）商业有限公司";"上海";"若干"
427;"营运总监";"1-2万/月";"花馨化妆品（上海）有限公司";"上海-黄浦区";"1"
428;"总经理秘书/总经理助理";"2-2.5万/月";"日世（中国）投资有限公司";"上海";"1"
429;"无印良品正式店员（就近分配）";"4.5-8千/月";"无印良品（上海）商业有限公司";"上海";"若干"
430;"销售/销售代表/销售人员/物流销售/业务员";"4-6千/月";"上海永龙宝国际货物运输代理有限公司深圳分公司";"宁波";"10"
431;"销售/销售代表/销售人员/物流销售/业务员";"4-8千/月";"上海永龙宝国际货物运输代理有限公司深圳分公司";"上海-闵行区";"5"
